request_id,item_id,ctr_label,cvr_label,position,unionid,membership_tier,device,user_segment,user_age,activity_7d,historical_ctr,historical_cvr,user_pay_tendency_30d,author_id,content_id,brand_tier,content_type,price,quality_score,seller_score,item_ctr_7d,item_cvr_7d,hour_of_day,is_weekend,network_type,session_depth,traffic_source,seq_click_rate_7d,seq_watch_depth_7d,seq_skip_rate_7d,seq_ecom_exposure_7d,seq_live_watch_rate_7d,cross_ctr_gap,cross_price_gap,cross_user_author_affinity,cross_user_item_similarity,cross_query_item_intent,candidate_score
102,3540,0,0,34,59244,free,android,active,36,15,0.038627,0.013079,0.2137,9044,3540,mass,live,24.99,0.7062,4.9273,0.1325,0.0102,10,1,4,38,push,0.1739,0.1491,0.2901,18.1381,0.2609,-0.108,0.1269,0.0,0.3042,0.0327,0.4961
102,3541,0,0,35,32439,silver,android,high_value,53,7,0.063749,0.01086,0.275,13166,3541,premium,mall,15.29,0.714,4.8233,0.0709,0.0079,3,0,4,20,ads,0.1124,0.4287,0.5518,5.8408,0.1984,-0.0606,-0.33,0.4227,0.2812,0.1537,0.4469
102,3542,0,0,36,1477,vip,ios,high_value,48,23,0.070593,0.0138,0.0928,628,3542,mass,short_video,12.84,0.7172,4.4042,0.0696,0.0153,22,1,5,6,homepage,0.115,0.2824,0.4406,20.5741,0.0287,-0.0591,-0.5183,0.1592,0.385,0.335,0.5973
102,3543,0,0,37,8493,gold,ios,high_value,57,16,0.106641,0.015164,0.2609,14092,3543,mass,short_video,12.53,0.6065,4.5507,0.0988,0.0046,17,0,4,34,push,0.044,0.2667,0.2502,24.019,0.1956,0.3496,-0.4264,0.1418,0.0,0.0719,0.6035
102,3544,0,0,38,67982,silver,desktop,new,32,4,0.068606,0.010555,0.3493,759,3544,mass,short_video,25.1,0.8171,4.5468,0.0733,0.0019,15,1,5,7,homepage,0.1857,0.3426,0.5112,18.8302,0.3249,0.0619,-0.0564,0.0038,0.2858,0.0,0.39
102,3545,0,0,39,24116,free,android,new,37,15,0.032241,0.013345,0.2407,10808,3545,mass,short_video,20.05,0.7474,4.5202,0.1249,0.0093,2,0,5,6,homepage,0.0823,0.3346,0.2368,10.1821,0.1863,0.1232,-0.0759,0.3596,0.3897,0.2001,0.4011
102,3546,0,0,40,59762,free,ios,new,26,13,0.022878,0.019859,0.548,13968,3546,premium,ad,82.63,0.6033,4.5674,0.0722,0.0136,16,1,4,6,search,0.0488,0.433,0.4299,37.2837,0.3011,0.3586,0.0583,0.1693,0.3135,0.2078,0.2836
102,3547,0,0,41,6538,silver,ios,active,29,24,0.096077,0.019204,0.2654,3507,3547,mass,short_video,80.64,0.5963,4.2386,0.0937,0.0005,18,0,3,27,push,0.0956,0.0,0.2267,20.3087,0.1257,0.1456,-0.2737,0.4837,0.2901,0.0,0.4647
103,3548,1,0,1,61171,gold,ios,high_value,19,8,0.061569,0.008349,0.2028,6924,3548,mass,short_video,16.07,0.9662,4.2056,0.0512,0.0162,5,1,4,38,homepage,0.1799,0.4719,0.7327,20.97,0.0667,-0.0883,0.385,0.5316,0.3728,0.0728,0.5549
103,3549,0,0,2,25468,silver,desktop,high_value,33,11,0.057883,0.003251,0.1787,1676,3549,premium,short_video,26.92,0.6862,4.7133,0.108,0.0053,1,1,4,23,search,0.1268,0.0828,0.2061,13.0334,0.3615,-0.0125,-0.5175,0.0,0.1463,0.0,0.2472
103,3550,0,0,3,15806,free,android,active,58,18,0.071468,0.0088,0.2678,4294,3550,mass,short_video,41.85,0.7692,4.4724,0.0538,0.0145,18,0,4,15,homepage,0.0718,0.4052,0.4627,26.9676,0.0958,0.1084,-0.0671,0.0,0.079,0.2989,0.4823
103,3551,1,0,4,2275,silver,ios,churn_risk,19,14,0.055472,0.001,0.0351,4929,3551,mass,short_video,64.97,0.7585,4.5585,0.1304,0.0005,16,0,5,24,push,0.1351,0.2682,0.4111,15.8412,0.2558,-0.0601,0.4207,0.1954,0.345,0.3591,0.4902
103,3552,1,0,5,54199,free,android,churn_risk,50,16,0.071537,0.009827,0.1808,5595,3552,mass,short_video,13.85,0.7733,4.5412,0.1183,0.013,12,0,4,28,homepage,0.0664,0.5597,0.2425,29.7144,0.202,-0.1115,0.339,0.3817,0.3097,0.2232,0.3606
103,3553,0,0,6,19033,free,android,high_value,32,11,0.056487,0.023125,0.1122,9471,3553,mass,short_video,15.28,0.9271,4.8356,0.1051,0.0126,12,0,5,20,search,0.1555,0.3956,0.4225,13.9927,0.1541,-0.0987,0.3594,0.0,0.5269,0.2445,0.684
103,3554,0,0,7,24667,silver,android,active,41,24,0.082846,0.017586,0.1377,9306,3554,mass,short_video,21.99,0.8378,4.7447,0.0185,0.0101,8,0,4,1,affiliate,0.0049,0.3384,0.464,18.2159,0.2109,0.1035,0.118,0.2037,0.0092,0.0898,0.4648
103,3555,0,0,8,62825,free,ios,active,21,18,0.052586,0.001191,0.0,7389,3555,mass,short_video,4.71,0.2692,4.5164,0.1354,0.0157,2,0,4,34,homepage,0.1508,0.1518,0.4173,44.898,0.1688,0.0805,0.6816,0.3762,0.1638,0.313,0.295
103,3556,0,0,9,66988,free,android,churn_risk,28,1,0.042927,0.007466,0.0038,2145,3556,premium,short_video,21.64,0.5843,4.2178,0.0701,0.0188,11,0,5,29,ads,0.0302,0.1642,0.8483,18.4075,0.0506,-0.1829,0.2285,0.0,0.1397,0.023,0.6275
103,3557,1,0,10,45598,silver,ios,active,59,21,0.059811,0.00991,0.0,9581,3557,mass,short_video,14.04,0.7021,4.6288,0.0735,0.0085,23,0,5,40,search,0.1271,0.1835,0.5566,17.2297,0.2063,0.0215,-0.5081,0.5035,0.0,0.0057,0.3689
103,3558,1,0,11,56407,silver,mobile_web,churn_risk,20,9,0.074269,0.007717,0.0,14056,3558,premium,short_video,59.17,0.8388,4.4441,0.0771,0.0113,15,0,3,22,homepage,0.2047,0.4016,0.5338,4.4415,0.2857,0.2323,-0.1881,0.7825,0.234,0.2443,0.7046
103,3559,0,0,12,27039,vip,mobile_web,active,23,14,0.082773,0.031604,0.4153,2261,3559,mass,short_video,40.52,0.68,4.4278,0.1054,0.0308,19,0,4,30,ads,0.2506,0.3936,0.448,33.087,0.0956,0.3619,0.611,0.0,0.0562,0.0,0.5802
103,3560,1,0,13,50218,free,desktop,active,37,1,0.069293,0.011027,0.4673,14959,3560,mass,mall,26.13,0.5213,4.314,0.0723,0.0149,10,0,3,9,search,0.1201,0.3272,0.3084,10.0585,0.3685,-0.3198,0.0144,0.2256,0.2218,0.0,0.3916
103,3561,0,0,14,69269,vip,android,new,60,17,0.072046,0.012219,0.6334,2851,3561,mass,short_video,31.56,0.6003,4.7347,0.164,0.0185,13,0,2,21,homepage,0.1257,0.454,0.8389,35.8758,0.2829,0.2321,0.1584,0.2323,0.055,0.3825,0.3185
103,3562,0,0,15,53822,silver,android,churn_risk,38,12,0.014386,0.021468,0.3531,2816,3562,mass,mall,13.61,0.6282,4.5889,0.1269,0.0095,15,0,5,8,search,0.1152,0.5261,0.566,5.5618,0.4138,-0.0411,0.0875,0.3328,0.1741,0.327,0.3202
103,3563,1,0,16,108,silver,ios,churn_risk,59,32,0.068791,0.010964,0.2935,869,3563,premium,live,2.49,0.514,4.2375,0.0693,0.0119,14,0,3,18,search,0.0639,0.3984,0.3711,0.0,0.3642,-0.1021,0.2024,0.6048,0.0994,0.1133,0.3528
103,3564,0,0,17,58369,silver,mobile_web,high_value,36,6,0.072102,0.001,0.0879,1131,3564,premium,ad,70.61,0.7476,4.7742,0.0538,0.0005,17,0,4,18,homepage,0.0839,0.5855,0.3777,25.0009,0.3207,-0.1313,-0.066,0.2965,0.0,0.0525,0.1912
103,3565,0,0,18,35328,silver,desktop,churn_risk,46,9,0.0493,0.00224,0.1383,9588,3565,mass,short_video,8.67,0.6593,4.5958,0.0666,0.0083,4,0,4,2,push,0.1711,0.4473,0.6455,0.0,0.108,0.1228,-0.1209,0.0497,0.2024,0.2704,0.5985
103,3566,1,0,19,33780,free,ios,new,56,19,0.039963,0.017187,0.4148,8701,3566,mass,short_video,24.71,0.8857,4.5163,0.0601,0.0211,21,0,5,8,ads,0.1135,0.4924,0.2865,38.3826,0.1585,0.1042,-0.3866,0.252,0.3022,0.1713,0.5733
103,3567,0,0,20,67217,free,android,churn_risk,49,7,0.059633,0.022095,0.2553,11374,3567,mass,short_video,30.23,0.4735,4.8465,0.1331,0.0163,4,1,5,37,ads,0.125,0.2187,0.5944,16.2392,0.0681,0.2199,0.2492,0.0,0.1879,0.255,0.498
103,3568,0,0,21,7925,silver,ios,active,38,6,0.037222,0.005007,0.096,4358,3568,luxury,live,12.14,0.7103,4.1302,0.1131,0.0182,15,1,5,35,push,0.0498,0.4501,0.5325,26.9443,0.2184,-0.187,-0.3747,0.2513,0.1112,0.4598,0.6267
104,3569,1,0,1,55877,free,android,active,26,4,0.015966,0.019718,0.2337,7620,3569,mass,short_video,57.81,0.7343,4.3697,0.0628,0.0005,11,0,3,20,push,0.1266,0.4046,0.3445,13.923,0.1497,0.3967,0.4161,0.5692,0.2715,0.2673,0.7409
104,3570,0,0,2,46768,gold,mobile_web,active,34,1,0.0713,0.004041,0.0,11352,3570,mass,short_video,101.29,0.6163,4.3151,0.0662,0.0153,21,0,4,4,search,0.1511,0.5764,0.3319,11.043,0.213,-0.115,0.4423,0.0,0.3807,0.2364,0.5257
104,3571,0,0,3,29539,gold,android,high_value,56,1,0.08397,0.006384,0.3428,7881,3571,mass,short_video,31.0,0.7212,4.506,0.0507,0.0101,4,0,4,11,search,0.0997,0.2139,0.3026,10.6951,0.1069,0.2089,-0.2022,0.3144,0.1854,0.0308,0.4904
104,3572,0,0,4,17879,free,android,new,35,1,0.089848,0.019201,0.3641,8789,3572,premium,ad,45.74,0.5524,4.782,0.0904,0.0207,23,0,5,29,search,0.0854,0.2693,0.094,15.2804,0.164,-0.4033,-0.0513,0.2904,0.2122,0.0661,0.5697
104,3573,1,0,5,4218,silver,mobile_web,churn_risk,24,21,0.073897,0.02647,0.3286,10262,3573,mass,short_video,42.09,0.6378,4.3683,0.079,0.002,22,0,4,16,push,0.1164,0.466,0.5847,5.0212,0.0305,0.1864,-0.6303,0.2218,0.1978,0.0636,0.6207
104,3574,1,0,6,61088,free,android,active,56,8,0.071367,0.002116,0.2107,8374,3574,mass,live,58.77,0.6929,4.4645,0.1085,0.0164,23,1,4,33,homepage,0.1275,0.0,0.7482,20.1484,0.2458,0.1516,0.3909,0.3722,0.0087,0.4064,0.4846
104,3575,0,0,7,31173,gold,android,high_value,59,10,0.030111,0.011643,0.3257,703,3575,mass,short_video,23.82,0.6367,4.5244,0.0575,0.0088,7,0,4,6,push,0.2027,0.4757,0.2393,18.6504,0.0996,0.0119,0.0473,0.0,0.0,0.0343,0.2194
104,3576,0,0,8,53038,free,desktop,active,21,9,0.097087,0.018009,0.0,770,3576,mass,short_video,27.63,0.9043,4.5272,0.0849,0.0147,0,0,5,36,push,0.1366,0.2605,0.4801,0.0,0.1346,0.0203,-0.6572,0.126,0.2174,0.0,0.4559
104,3577,0,0,9,55175,free,desktop,new,24,16,0.05101,0.031622,0.3655,1925,3577,mass,live,6.82,0.7249,4.3943,0.0807,0.0036,3,0,4,21,search,0.0859,0.1255,0.5324,29.5626,0.225,0.0599,0.455,0.0,0.1933,0.0604,0.7121
104,3578,0,0,10,67277,free,ios,churn_risk,28,9,0.0738,0.014066,0.4342,9633,3578,mass,short_video,34.15,0.4058,4.1918,0.0862,0.0227,16,0,4,12,ads,0.0663,0.4043,0.4559,1.1485,0.2341,-0.176,0.3552,0.1581,0.2253,0.293,1.0
104,3579,0,0,11,299,free,android,active,39,21,0.044885,0.01509,0.1796,994,3579,mass,ad,58.7,0.7965,4.4277,0.1098,0.0128,22,0,4,32,ads,0.1336,0.1998,0.73,6.1021,0.0986,-0.1343,0.2011,0.0,0.3295,0.1743,0.8187
104,3580,0,0,12,32110,free,mobile_web,active,50,17,0.058396,0.001965,0.1729,9304,3580,mass,short_video,12.63,0.8014,4.6757,0.0901,0.0199,8,0,4,17,homepage,0.0715,0.1142,0.2947,13.7428,0.1468,0.0195,0.276,0.3968,0.078,0.1868,0.4448
104,3581,0,0,13,64214,vip,android,new,31,20,0.057233,0.015532,0.208,8281,3581,mass,short_video,17.84,0.6488,4.3631,0.051,0.0158,17,1,4,29,search,0.083,0.4968,0.3943,23.0702,0.2312,0.0062,0.0467,0.2936,0.3295,0.1525,0.8827
104,3582,1,0,14,68763,gold,mobile_web,active,24,21,0.042264,0.001,0.1327,7827,3582,premium,mall,15.21,0.6302,4.5617,0.0633,0.0188,21,1,4,31,search,0.0948,0.5127,0.3598,28.0896,0.1951,-0.128,0.3982,0.131,0.0,0.1878,0.5127
104,3583,1,0,15,39900,free,ios,active,59,19,0.079377,0.010903,0.4306,3716,3583,mass,short_video,7.35,0.6015,4.1374,0.0594,0.001,22,0,5,30,affiliate,0.1079,0.6455,0.5863,11.9001,0.2469,-0.5276,-0.6589,0.2837,0.264,0.2288,0.088
104,3584,0,0,16,50696,silver,android,active,30,17,0.060384,0.028042,0.4243,5611,3584,premium,mall,36.64,0.9078,4.1346,0.1032,0.0277,17,0,4,20,homepage,0.1426,0.4367,0.4248,23.4693,0.1928,0.0289,-0.0436,0.4646,0.3943,0.0,0.3083
104,3585,0,0,17,40118,free,android,active,18,30,0.050124,0.010975,0.2996,13260,3585,premium,short_video,20.65,0.7656,4.2279,0.0834,0.0013,12,1,4,19,ads,0.1021,0.2301,0.5777,29.7015,0.1264,0.0236,-0.0687,0.0,0.1335,0.0,0.771
104,3586,0,0,18,40125,silver,ios,high_value,47,10,0.062418,0.02828,0.3336,9878,3586,premium,mall,8.34,0.7395,4.4905,0.111,0.0164,12,1,4,24,homepage,0.0659,0.1419,0.6395,17.7152,0.233,0.3684,0.0454,0.0733,0.4414,0.1969,0.3298
104,3587,1,0,19,9043,free,mobile_web,new,47,6,0.076125,0.021992,0.0198,12238,3587,mass,short_video,23.21,0.7234,4.7869,0.0545,0.0125,23,0,4,21,affiliate,0.1446,0.125,0.4191,24.7226,0.3135,-0.0787,0.4385,0.0,0.4483,0.1399,0.7749
104,3588,1,0,20,9027,gold,ios,active,50,14,0.059981,0.021818,0.1082,3909,3588,mass,short_video,15.84,0.6823,4.8431,0.1169,0.0182,7,1,3,8,affiliate,0.111,0.3734,0.0925,12.4329,0.3131,-0.2217,-0.3815,0.3142,0.178,0.0954,0.8728
104,3589,0,0,21,33444,free,android,high_value,40,1,0.074741,0.002698,0.1976,2786,3589,luxury,ad,21.4,0.5686,4.2461,0.0591,0.0165,11,1,4,37,ads,0.0942,0.2837,0.3935,18.1728,0.0,-0.4248,-0.2913,0.2177,0.0,0.2168,0.6228
104,3590,0,0,22,50516,free,ios,high_value,49,19,0.058753,0.016491,0.0,6405,3590,mass,short_video,20.32,0.6961,5.0,0.0818,0.0027,3,1,5,19,affiliate,0.1596,0.5022,0.5183,19.5075,0.0,0.0467,-0.4696,0.2464,0.1384,0.1723,0.4204
104,3591,1,0,23,18436,vip,mobile_web,active,32,1,0.054574,0.002858,0.3572,5676,3591,premium,short_video,7.09,0.5781,4.6167,0.0648,0.0084,10,0,3,31,push,0.1698,0.424,0.474,11.9076,0.0405,0.2117,0.2392,0.2622,0.3544,0.334,0.3196
104,3592,0,0,24,39756,free,android,high_value,59,17,0.083432,0.013153,0.1883,13703,3592,mass,short_video,78.31,0.5986,4.3704,0.0568,0.0005,6,1,3,13,push,0.0887,0.4232,0.6253,16.6217,0.2281,-0.1187,-0.5725,0.4268,0.2454,0.1391,0.495
104,3593,1,0,25,36174,free,ios,active,57,9,0.085391,0.022011,0.3105,14670,3593,premium,short_video,10.23,0.7533,4.2371,0.0394,0.0029,18,0,5,4,homepage,0.1328,0.2799,0.3017,33.9409,0.1571,-0.1623,0.348,0.0352,0.2903,0.152,0.8338
104,3594,0,0,26,14310,gold,android,new,57,17,0.061498,0.007701,0.0955,9170,3594,mass,short_video,27.92,0.7759,4.562,0.095,0.0235,6,0,4,28,search,0.0867,0.5748,0.4989,15.6782,0.065,-0.0822,-0.2933,0.0,0.1055,0.0985,0.646
104,3595,0,0,27,68334,free,desktop,churn_risk,31,23,0.060457,0.020757,0.233,9552,3595,premium,short_video,16.62,0.7947,4.4772,0.0757,0.004,23,0,4,23,search,0.0773,0.5848,0.3799,21.8135,0.1789,-0.2377,0.0154,0.2375,0.0,0.0027,0.304
104,3596,0,0,28,42432,free,desktop,active,26,8,0.051249,0.022847,0.0,3469,3596,premium,short_video,30.52,0.8795,4.4549,0.0857,0.0163,23,0,4,21,search,0.119,0.5197,0.4454,7.5791,0.3617,0.379,-0.1948,0.0,0.2789,0.0,0.3092
104,3597,1,0,29,15174,gold,ios,active,50,16,0.020258,0.019685,0.0,6298,3597,premium,short_video,4.52,0.716,5.0,0.1142,0.0176,5,0,3,3,search,0.1227,0.3503,0.4156,29.9168,0.0064,0.04,-0.0635,0.0843,0.3119,0.4333,0.4353
104,3598,0,0,30,55109,vip,ios,high_value,46,1,0.086535,0.009111,0.3745,4279,3598,premium,short_video,15.8,0.5997,4.0753,0.0726,0.0092,4,1,5,10,search,0.121,0.2069,0.1785,23.2242,0.1428,0.0667,-0.286,0.162,0.4538,0.116,0.3594
104,3599,1,0,31,48105,silver,android,new,43,30,0.071281,0.010505,0.1509,4394,3599,premium,live,39.05,0.7495,4.6196,0.1352,0.0122,7,0,3,21,ads,0.1185,0.0,0.6215,0.0,0.0,0.1248,-0.2339,0.2779,0.0569,0.291,0.3416
104,3600,0,0,32,9411,free,ios,active,58,12,0.041315,0.007462,0.1741,3624,3600,mass,short_video,42.52,0.6779,4.727,0.1233,0.0033,18,1,3,5,push,0.1565,0.2043,0.2105,15.326,0.344,0.38,-0.2052,0.0999,0.0,0.1038,0.8889
104,3601,1,0,33,58886,free,desktop,new,35,18,0.088869,0.007667,0.0,1183,3601,premium,mall,15.67,0.8051,4.2263,0.0974,0.0084,0,0,3,6,search,0.2159,0.4094,0.3909,7.953,0.0684,0.2178,0.5129,0.2561,0.0,0.2609,0.2592
104,3602,0,0,34,4441,free,ios,active,41,1,0.049639,0.020419,0.1111,3094,3602,mass,short_video,9.18,0.5994,4.632,0.0928,0.0063,5,0,3,10,homepage,0.1612,0.5563,0.3623,9.9873,0.0816,-0.2507,0.0715,0.332,0.2693,0.0582,0.4275
104,3603,0,0,35,32677,gold,mobile_web,high_value,29,8,0.069612,0.004469,0.316,5046,3603,premium,live,29.49,0.7461,4.5837,0.0313,0.0089,7,0,4,11,search,0.1358,0.2124,0.601,0.4655,0.2261,-0.3294,-0.1464,0.1683,0.4474,0.2406,0.7413
104,3604,0,0,36,30140,free,android,high_value,47,18,0.042577,0.013942,0.1772,12406,3604,mass,short_video,44.6,0.6623,4.694,0.0834,0.0118,8,1,4,11,homepage,0.1748,0.6049,0.3666,8.0831,0.1451,-0.033,-0.4174,0.5612,0.2095,0.4778,0.255
105,3605,1,0,1,26234,silver,android,new,41,3,0.059863,0.014373,0.3638,13935,3605,luxury,short_video,14.31,0.4925,4.7268,0.0836,0.0095,9,1,4,35,push,0.1267,0.6341,0.57,19.8006,0.0635,0.0758,0.3393,0.0,0.2997,0.0,0.5281
105,3606,1,0,2,23717,free,mobile_web,active,43,12,0.065015,0.017636,0.0,10042,3606,mass,mall,16.55,0.6579,4.6787,0.0899,0.0137,15,0,5,35,ads,0.0558,0.6673,0.2559,15.1437,0.3702,-0.0358,-0.0533,0.0291,0.0,0.3975,0.428
105,3607,0,0,3,14900,free,android,new,28,21,0.066336,0.004445,0.0336,10936,3607,mass,short_video,12.58,0.6234,4.5823,0.084,0.0079,6,0,4,4,push,0.0595,0.3388,0.3878,18.794,0.1694,0.3344,-0.1782,0.2025,0.3161,0.3032,0.4175
105,3608,0,0,4,49399,gold,ios,active,41,12,0.044812,0.021437,0.3106,14512,3608,mass,short_video,15.39,0.6244,4.2252,0.0941,0.0203,0,0,4,29,homepage,0.1783,0.287,0.1034,29.4635,0.0177,0.0412,-0.5286,0.1272,0.1409,0.2529,0.5707
105,3609,0,0,5,12501,free,ios,high_value,25,23,0.067176,0.020027,0.2678,1661,3609,premium,short_video,20.17,0.7006,4.3502,0.0047,0.0166,15,0,4,27,homepage,0.1902,0.586,0.4357,27.9896,0.2204,-0.1931,-0.5265,0.3291,0.1751,0.0721,0.4474
105,3610,0,0,6,6333,silver,ios,new,20,12,0.063154,0.017135,0.0003,13932,3610,luxury,ad,33.06,0.647,4.2263,0.0732,0.0089,17,1,5,28,search,0.2026,0.0988,0.2272,5.7236,0.2296,0.1303,-0.0601,0.0,0.2333,0.0,0.4232
105,3611,0,0,7,55223,silver,android,active,31,16,0.055586,0.020302,0.1456,14355,3611,premium,mall,14.95,0.6631,4.1343,0.0871,0.0191,5,0,3,19,homepage,0.2251,0.2791,0.3696,20.1458,0.1368,-0.1234,0.8607,0.2292,0.1219,0.0156,0.1628
105,3612,1,0,8,48017,gold,ios,active,24,22,0.042897,0.014909,0.1798,5069,3612,mass,short_video,44.16,0.7323,3.6414,0.0615,0.0068,14,0,4,13,affiliate,0.1175,0.5664,0.3312,24.6104,0.1974,0.1755,0.2798,0.28,0.0069,0.354,0.6003
105,3613,0,0,9,36865,free,android,active,32,10,0.061117,0.018568,0.2633,8802,3613,premium,short_video,35.79,0.7015,4.256,0.1287,0.0125,0,0,4,33,ads,0.1376,0.5347,0.4524,30.0062,0.16,0.0675,-0.0921,0.594,0.1744,0.133,0.2479
105,3614,1,0,10,16857,gold,android,churn_risk,33,18,0.047681,0.015927,0.2392,10074,3614,mass,mall,31.79,0.63,4.5218,0.1382,0.009,3,1,5,28,homepage,0.1573,0.5117,0.3862,15.7574,0.1387,-0.0098,0.3292,0.4836,0.0,0.2289,0.4804
105,3615,1,0,11,46238,silver,ios,active,52,13,0.069127,0.010866,0.0876,1468,3615,mass,short_video,6.79,0.5566,4.5954,0.11,0.0084,6,0,4,31,search,0.0967,0.2106,0.5146,10.7076,0.123,-0.1332,-0.0021,0.0,0.2506,0.0,0.5313
105,3616,1,0,12,47396,free,android,churn_risk,24,7,0.103357,0.006742,0.2535,12089,3616,mass,short_video,9.76,0.4135,4.7683,0.0231,0.0066,7,0,4,40,search,0.1071,0.5075,0.4464,21.1243,0.3874,-0.3021,0.8321,0.0,0.4056,0.0,0.6621
105,3617,0,0,13,35380,silver,mobile_web,new,50,10,0.044652,0.001,0.2035,8438,3617,mass,short_video,14.52,0.6961,4.9844,0.1099,0.0153,19,1,4,28,affiliate,0.1351,0.4724,0.5324,25.8033,0.0656,0.0615,0.0417,0.0,0.1211,0.2776,0.4189
105,3618,0,0,14,44756,free,desktop,active,58,18,0.042297,0.00526,0.3361,1780,3618,luxury,short_video,19.64,0.8139,4.1528,0.0824,0.0168,21,1,5,18,push,0.1111,0.3467,0.1912,31.6259,0.2745,0.0006,-0.2725,0.3349,0.3865,0.1394,0.5483
105,3619,0,0,15,65846,silver,android,new,53,17,0.054922,0.015254,0.2375,3501,3619,mass,ad,22.78,0.4536,4.1983,0.0652,0.0107,3,1,3,29,homepage,0.1912,0.1985,0.5574,4.4405,0.2712,-0.1913,-0.2893,0.1488,0.2419,0.2153,0.5473
105,3620,0,0,16,47822,vip,mobile_web,new,48,15,0.072749,0.006602,0.1884,8700,3620,premium,short_video,8.46,0.3471,4.5603,0.0754,0.0192,8,0,4,22,homepage,0.0664,0.7142,0.3637,39.6887,0.1138,-0.1065,-0.3853,0.3401,0.2476,0.3877,0.5427
105,3621,1,0,17,14907,free,ios,new,34,12,0.060993,0.015512,0.1492,13272,3621,mass,ad,24.66,0.7209,4.3963,0.0704,0.0055,10,1,5,20,search,0.1749,0.1881,0.4382,17.1206,0.2982,-0.125,-0.239,0.0,0.0764,0.0,0.6102
105,3622,0,0,18,28141,free,android,new,51,13,0.063512,0.006369,0.4009,8618,3622,mass,short_video,10.74,0.588,4.622,0.0556,0.0036,18,1,4,2,homepage,0.0781,0.1014,0.3192,12.3446,0.1475,-0.2443,0.0195,0.3002,0.2515,0.2673,0.3807
105,3623,0,0,19,44408,free,ios,active,26,21,0.079997,0.013566,0.1897,10342,3623,mass,short_video,11.7,0.7784,4.984,0.0807,0.0286,6,1,4,4,ads,0.1136,0.4029,0.5392,47.7039,0.0,0.0601,0.0957,0.4471,0.1698,0.2091,0.5551
105,3624,0,0,20,1717,silver,android,active,28,13,0.068961,0.025236,0.0815,1117,3624,mass,short_video,44.52,0.8462,4.8303,0.1003,0.0005,15,1,4,10,ads,0.0989,0.3349,0.4496,20.8649,0.472,0.0831,-0.0246,0.1329,0.2048,0.1885,0.4566
105,3625,0,0,21,1753,vip,ios,active,42,13,0.103487,0.008118,0.2058,7178,3625,mass,mall,69.98,0.5786,4.5872,0.0922,0.0067,17,0,4,5,search,0.1843,0.2769,0.3962,12.5484,0.2232,0.3766,0.2386,0.1378,0.0107,0.2153,0.6604
105,3626,1,0,22,30756,free,android,high_value,55,21,0.093649,0.001281,0.4526,7850,3626,mass,short_video,12.96,0.5914,3.9229,0.0784,0.0081,12,1,4,22,push,0.0445,0.375,0.6095,27.7024,0.1183,0.0522,0.016,0.2435,0.0,0.1725,0.5399
105,3627,0,0,23,35624,free,android,active,18,8,0.029286,0.01337,0.3266,9438,3627,mass,short_video,33.22,0.6526,4.618,0.1319,0.0152,16,0,4,16,push,0.1487,0.2764,0.1682,12.1067,0.2676,0.245,-0.0329,0.7389,0.1665,0.2137,0.1883
105,3628,0,0,24,12192,free,desktop,high_value,30,11,0.068269,0.020576,0.3648,998,3628,premium,short_video,17.45,0.6194,4.4636,0.0872,0.0128,18,0,4,14,affiliate,0.0554,0.3919,0.2811,34.5999,0.2606,0.0599,0.1558,0.0,0.0,0.2348,0.2882
106,3629,0,0,1,64687,gold,desktop,new,19,29,0.086995,0.016984,0.349,13745,3629,mass,ad,70.82,0.7684,4.7148,0.1429,0.0079,15,0,3,20,push,0.0971,0.2898,0.2695,24.0175,0.0109,-0.4721,0.86,0.0,0.1195,0.2413,0.5894
106,3630,0,0,2,1375,free,android,active,53,19,0.039301,0.03552,0.1222,7661,3630,luxury,ad,35.03,0.6386,4.5674,0.0951,0.0056,10,0,4,3,affiliate,0.0947,0.3809,0.2199,0.0,0.1508,-0.1734,-0.1809,0.1769,0.1979,0.0409,0.431
106,3631,0,0,3,38698,free,desktop,new,46,19,0.081033,0.017912,0.1648,358,3631,mass,short_video,15.08,0.5778,4.4235,0.0852,0.0146,8,0,4,26,affiliate,0.1072,0.1749,0.6726,1.6881,0.0975,0.0046,-0.3393,0.1543,0.0473,0.4243,0.3299
106,3632,0,0,4,53018,vip,android,active,56,3,0.04646,0.014701,0.0822,3036,3632,mass,short_video,15.93,0.5366,4.3465,0.0703,0.0103,18,1,4,28,search,0.1807,0.2286,0.4009,17.2572,0.243,0.0103,0.6436,0.1838,0.132,0.2599,0.663
106,3633,0,0,5,57824,free,ios,churn_risk,24,1,0.087548,0.01231,0.1979,2891,3633,mass,mall,52.66,0.8789,4.4463,0.0814,0.0179,13,1,5,8,homepage,0.0379,0.4077,0.357,26.4127,0.136,-0.1948,0.1214,0.34,0.0,0.2695,0.3017
106,3634,1,0,6,40160,silver,mobile_web,new,51,1,0.037224,0.015097,0.1328,425,3634,mass,live,39.41,0.7016,4.3901,0.0889,0.0116,20,0,4,20,ads,0.0883,0.2905,0.0976,35.1129,0.0657,0.4202,0.1252,0.0891,0.1524,0.2323,0.191
106,3635,0,0,7,64615,free,android,active,34,11,0.041917,0.013749,0.3513,14491,3635,premium,short_video,39.22,0.4994,4.185,0.0645,0.0199,10,1,5,6,search,0.1955,0.4254,0.4928,24.1175,0.2571,-0.0455,-0.0338,0.0,0.1159,0.2593,0.3869
